index,field,pv,value,record_type
1,cell_01_excite_amps,SR01A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
1,cell_01_excite_deltas,SR01A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
1,cell_01_excite_prime,SR01A-CS-FOFB-01:EXCITE:PRIME,0,ao
1,cell_01_excite_start_times,SR01A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
1,cell_01_excite_ticks,SR01A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
2,cell_02_excite_amps,SR02A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
2,cell_02_excite_deltas,SR02A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
2,cell_02_excite_prime,SR02A-CS-FOFB-01:EXCITE:PRIME,0,ao
2,cell_02_excite_start_times,SR02A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
2,cell_02_excite_ticks,SR02A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
3,cell_03_excite_amps,SR03A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
3,cell_03_excite_deltas,SR03A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
3,cell_03_excite_prime,SR03A-CS-FOFB-01:EXCITE:PRIME,0,ao
3,cell_03_excite_start_times,SR03A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
3,cell_03_excite_ticks,SR03A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
4,cell_04_excite_amps,SR04A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
4,cell_04_excite_deltas,SR04A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
4,cell_04_excite_prime,SR04A-CS-FOFB-01:EXCITE:PRIME,0,ao
4,cell_04_excite_start_times,SR04A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
4,cell_04_excite_ticks,SR04A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
5,bba_offset_x,SR01C-DI-EBPM-00:CF:BBA_X_S,0,ao
5,bba_offset_y,SR01C-DI-EBPM-00:CF:BBA_Y_S,0,ao
5,bcd_offset_x,SR01C-DI-EBPM-00:CF:BCD_X_S,0,ao
5,bcd_offset_y,SR01C-DI-EBPM-00:CF:BCD_Y_S,0,ao
5,cell_05_excite_amps,SR05A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
5,cell_05_excite_deltas,SR05A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
5,cell_05_excite_prime,SR05A-CS-FOFB-01:EXCITE:PRIME,0,ao
5,cell_05_excite_start_times,SR05A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
5,cell_05_excite_ticks,SR05A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
5,golden_offset_x,SR01C-DI-EBPM-00:CF:GOLDEN_X_S,0,ao
5,golden_offset_y,SR01C-DI-EBPM-00:CF:GOLDEN_Y_S,0,ao
6,cell_06_excite_amps,SR06A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
6,cell_06_excite_deltas,SR06A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
6,cell_06_excite_prime,SR06A-CS-FOFB-01:EXCITE:PRIME,0,ao
6,cell_06_excite_start_times,SR06A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
6,cell_06_excite_ticks,SR06A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
7,cell_07_excite_amps,SR07A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
7,cell_07_excite_deltas,SR07A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
7,cell_07_excite_prime,SR07A-CS-FOFB-01:EXCITE:PRIME,0,ao
7,cell_07_excite_start_times,SR07A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
7,cell_07_excite_ticks,SR07A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
8,cell_08_excite_amps,SR08A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
8,cell_08_excite_deltas,SR08A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
8,cell_08_excite_prime,SR08A-CS-FOFB-01:EXCITE:PRIME,0,ao
8,cell_08_excite_start_times,SR08A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
8,cell_08_excite_ticks,SR08A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
9,cell_09_excite_amps,SR09A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
9,cell_09_excite_deltas,SR09A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
9,cell_09_excite_prime,SR09A-CS-FOFB-01:EXCITE:PRIME,0,ao
9,cell_09_excite_start_times,SR09A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
9,cell_09_excite_ticks,SR09A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
10,cell_10_excite_amps,SR10A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
10,cell_10_excite_deltas,SR10A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
10,cell_10_excite_prime,SR10A-CS-FOFB-01:EXCITE:PRIME,0,ao
10,cell_10_excite_start_times,SR10A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
10,cell_10_excite_ticks,SR10A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
11,cell_11_excite_amps,SR11A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
11,cell_11_excite_deltas,SR11A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
11,cell_11_excite_prime,SR11A-CS-FOFB-01:EXCITE:PRIME,0,ao
11,cell_11_excite_start_times,SR11A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
11,cell_11_excite_ticks,SR11A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
12,cell_12_excite_amps,SR12A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
12,cell_12_excite_deltas,SR12A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
12,cell_12_excite_prime,SR12A-CS-FOFB-01:EXCITE:PRIME,0,ao
12,cell_12_excite_start_times,SR12A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
12,cell_12_excite_ticks,SR12A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
13,cell_13_excite_amps,SR13A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
13,cell_13_excite_deltas,SR13A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
13,cell_13_excite_prime,SR13A-CS-FOFB-01:EXCITE:PRIME,0,ao
13,cell_13_excite_start_times,SR13A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
13,cell_13_excite_ticks,SR13A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
14,cell_14_excite_amps,SR14A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
14,cell_14_excite_deltas,SR14A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
14,cell_14_excite_prime,SR14A-CS-FOFB-01:EXCITE:PRIME,0,ao
14,cell_14_excite_start_times,SR14A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
14,cell_14_excite_ticks,SR14A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
15,cell_15_excite_amps,SR15A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
15,cell_15_excite_deltas,SR15A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
15,cell_15_excite_prime,SR15A-CS-FOFB-01:EXCITE:PRIME,0,ao
15,cell_15_excite_start_times,SR15A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
15,cell_15_excite_ticks,SR15A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
16,bba_offset_x,SR01C-DI-EBPM-01:CF:BBA_X_S,0,ao
16,bba_offset_y,SR01C-DI-EBPM-01:CF:BBA_Y_S,0,ao
16,bcd_offset_x,SR01C-DI-EBPM-01:CF:BCD_X_S,0,ao
16,bcd_offset_y,SR01C-DI-EBPM-01:CF:BCD_Y_S,0,ao
16,cell_16_excite_amps,SR16A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
16,cell_16_excite_deltas,SR16A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
16,cell_16_excite_prime,SR16A-CS-FOFB-01:EXCITE:PRIME,0,ao
16,cell_16_excite_start_times,SR16A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
16,cell_16_excite_ticks,SR16A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
16,golden_offset_x,SR01C-DI-EBPM-01:CF:GOLDEN_X_S,0,ao
16,golden_offset_y,SR01C-DI-EBPM-01:CF:GOLDEN_Y_S,0,ao
17,cell_17_excite_amps,SR17A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
17,cell_17_excite_deltas,SR17A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
17,cell_17_excite_prime,SR17A-CS-FOFB-01:EXCITE:PRIME,0,ao
17,cell_17_excite_start_times,SR17A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
17,cell_17_excite_ticks,SR17A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
18,cell_18_excite_amps,SR18A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
18,cell_18_excite_deltas,SR18A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
18,cell_18_excite_prime,SR18A-CS-FOFB-01:EXCITE:PRIME,0,ao
18,cell_18_excite_start_times,SR18A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
18,cell_18_excite_ticks,SR18A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
19,cell_19_excite_amps,SR19A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
19,cell_19_excite_deltas,SR19A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
19,cell_19_excite_prime,SR19A-CS-FOFB-01:EXCITE:PRIME,0,ao
19,cell_19_excite_start_times,SR19A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
19,cell_19_excite_ticks,SR19A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
20,cell_20_excite_amps,SR20A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
20,cell_20_excite_deltas,SR20A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
20,cell_20_excite_prime,SR20A-CS-FOFB-01:EXCITE:PRIME,0,ao
20,cell_20_excite_start_times,SR20A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
20,cell_20_excite_ticks,SR20A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
21,cell_21_excite_amps,SR21A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
21,cell_21_excite_deltas,SR21A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
21,cell_21_excite_prime,SR21A-CS-FOFB-01:EXCITE:PRIME,0,ao
21,cell_21_excite_start_times,SR21A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
21,cell_21_excite_ticks,SR21A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
22,cell_22_excite_amps,SR22A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
22,cell_22_excite_deltas,SR22A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
22,cell_22_excite_prime,SR22A-CS-FOFB-01:EXCITE:PRIME,0,ao
22,cell_22_excite_start_times,SR22A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
22,cell_22_excite_ticks,SR22A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
23,cell_23_excite_amps,SR23A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
23,cell_23_excite_deltas,SR23A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
23,cell_23_excite_prime,SR23A-CS-FOFB-01:EXCITE:PRIME,0,ao
23,cell_23_excite_start_times,SR23A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
23,cell_23_excite_ticks,SR23A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
24,cell_24_excite_amps,SR24A-CS-FOFB-01:EXCITE:AMPS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
24,cell_24_excite_deltas,SR24A-CS-FOFB-01:EXCITE:DELTAS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
24,cell_24_excite_prime,SR24A-CS-FOFB-01:EXCITE:PRIME,0,ao
24,cell_24_excite_start_times,SR24A-CS-FOFB-01:EXCITE:START_TIMES,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
24,cell_24_excite_ticks,SR24A-CS-FOFB-01:EXCITE:TICKS,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],wfmo
33,bba_offset_x,SR01C-DI-EBPM-02:CF:BBA_X_S,0,ao
33,bba_offset_y,SR01C-DI-EBPM-02:CF:BBA_Y_S,0,ao
33,bcd_offset_x,SR01C-DI-EBPM-02:CF:BCD_X_S,0,ao
33,bcd_offset_y,SR01C-DI-EBPM-02:CF:BCD_Y_S,0,ao
33,golden_offset_x,SR01C-DI-EBPM-02:CF:GOLDEN_X_S,0,ao
33,golden_offset_y,SR01C-DI-EBPM-02:CF:GOLDEN_Y_S,0,ao
43,bba_offset_x,SR01C-DI-EBPM-03:CF:BBA_X_S,0,ao
43,bba_offset_y,SR01C-DI-EBPM-03:CF:BBA_Y_S,0,ao
43,bcd_offset_x,SR01C-DI-EBPM-03:CF:BCD_X_S,0,ao
43,bcd_offset_y,SR01C-DI-EBPM-03:CF:BCD_Y_S,0,ao
43,golden_offset_x,SR01C-DI-EBPM-03:CF:GOLDEN_X_S,0,ao
43,golden_offset_y,SR01C-DI-EBPM-03:CF:GOLDEN_Y_S,0,ao
63,bba_offset_x,SR01C-DI-EBPM-04:CF:BBA_X_S,0,ao
63,bba_offset_y,SR01C-DI-EBPM-04:CF:BBA_Y_S,0,ao
63,bcd_offset_x,SR01C-DI-EBPM-04:CF:BCD_X_S,0,ao
63,bcd_offset_y,SR01C-DI-EBPM-04:CF:BCD_Y_S,0,ao
63,golden_offset_x,SR01C-DI-EBPM-04:CF:GOLDEN_X_S,0,ao
63,golden_offset_y,SR01C-DI-EBPM-04:CF:GOLDEN_Y_S,0,ao
74,bba_offset_x,SR01C-DI-EBPM-05:CF:BBA_X_S,0,ao
74,bba_offset_y,SR01C-DI-EBPM-05:CF:BBA_Y_S,0,ao
74,bcd_offset_x,SR01C-DI-EBPM-05:CF:BCD_X_S,0,ao
74,bcd_offset_y,SR01C-DI-EBPM-05:CF:BCD_Y_S,0,ao
74,golden_offset_x,SR01C-DI-EBPM-05:CF:GOLDEN_X_S,0,ao
74,golden_offset_y,SR01C-DI-EBPM-05:CF:GOLDEN_Y_S,0,ao
81,bba_offset_x,SR01C-DI-EBPM-06:CF:BBA_X_S,0,ao
81,bba_offset_y,SR01C-DI-EBPM-06:CF:BBA_Y_S,0,ao
81,bcd_offset_x,SR01C-DI-EBPM-06:CF:BCD_X_S,0,ao
81,bcd_offset_y,SR01C-DI-EBPM-06:CF:BCD_Y_S,0,ao
81,golden_offset_x,SR01C-DI-EBPM-06:CF:GOLDEN_X_S,0,ao
81,golden_offset_y,SR01C-DI-EBPM-06:CF:GOLDEN_Y_S,0,ao
95,bba_offset_x,SR01C-DI-EBPM-07:CF:BBA_X_S,0,ao
95,bba_offset_y,SR01C-DI-EBPM-07:CF:BBA_Y_S,0,ao
95,bcd_offset_x,SR01C-DI-EBPM-07:CF:BCD_X_S,0,ao
95,bcd_offset_y,SR01C-DI-EBPM-07:CF:BCD_Y_S,0,ao
95,golden_offset_x,SR01C-DI-EBPM-07:CF:GOLDEN_X_S,0,ao
95,golden_offset_y,SR01C-DI-EBPM-07:CF:GOLDEN_Y_S,0,ao
109,bba_offset_x,SR01C-DI-EBPM-08:CF:BBA_X_S,0,ao
109,bba_offset_y,SR01C-DI-EBPM-08:CF:BBA_Y_S,0,ao
109,bcd_offset_x,SR01C-DI-EBPM-08:CF:BCD_X_S,0,ao
109,bcd_offset_y,SR01C-DI-EBPM-08:CF:BCD_Y_S,0,ao
109,golden_offset_x,SR01C-DI-EBPM-08:CF:GOLDEN_X_S,0,ao
109,golden_offset_y,SR01C-DI-EBPM-08:CF:GOLDEN_Y_S,0,ao
126,bba_offset_x,SR01C-DI-EBPM-09:CF:BBA_X_S,0,ao
126,bba_offset_y,SR01C-DI-EBPM-09:CF:BBA_Y_S,0,ao
126,bcd_offset_x,SR01C-DI-EBPM-09:CF:BCD_X_S,0,ao
126,bcd_offset_y,SR01C-DI-EBPM-09:CF:BCD_Y_S,0,ao
126,golden_offset_x,SR01C-DI-EBPM-09:CF:GOLDEN_X_S,0,ao
126,golden_offset_y,SR01C-DI-EBPM-09:CF:GOLDEN_Y_S,0,ao
145,bba_offset_x,SR01C-DI-EBPM-10:CF:BBA_X_S,0,ao
145,bba_offset_y,SR01C-DI-EBPM-10:CF:BBA_Y_S,0,ao
145,bcd_offset_x,SR01C-DI-EBPM-10:CF:BCD_X_S,0,ao
145,bcd_offset_y,SR01C-DI-EBPM-10:CF:BCD_Y_S,0,ao
145,golden_offset_x,SR01C-DI-EBPM-10:CF:GOLDEN_X_S,0,ao
145,golden_offset_y,SR01C-DI-EBPM-10:CF:GOLDEN_Y_S,0,ao
173,bba_offset_x,SR02C-DI-EBPM-01:CF:BBA_X_S,0,ao
173,bba_offset_y,SR02C-DI-EBPM-01:CF:BBA_Y_S,0,ao
173,bcd_offset_x,SR02C-DI-EBPM-01:CF:BCD_X_S,0,ao
173,bcd_offset_y,SR02C-DI-EBPM-01:CF:BCD_Y_S,0,ao
173,golden_offset_x,SR02C-DI-EBPM-01:CF:GOLDEN_X_S,0,ao
173,golden_offset_y,SR02C-DI-EBPM-01:CF:GOLDEN_Y_S,0,ao
195,bba_offset_x,SR02C-DI-EBPM-02:CF:BBA_X_S,0,ao
195,bba_offset_y,SR02C-DI-EBPM-02:CF:BBA_Y_S,0,ao
195,bcd_offset_x,SR02C-DI-EBPM-02:CF:BCD_X_S,0,ao
195,bcd_offset_y,SR02C-DI-EBPM-02:CF:BCD_Y_S,0,ao
